id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
592811635791521125,"Charming Sloans Lake Bungalow, near Sloans Lake",55147127,Julia,,Sloan Lake,39.74962675566975,-105.03687377158464,Entire home/apt,406,2,1,2023-09-02,0.10,2,37,1,2022-BFN-0001881
592925432206817099,Eclectic Townhouse Close to Downtown,57099119,Cimmaron,,Baker,39.71319,-104.99063,Entire home/apt,150,2,39,2023-09-18,1.59,1,244,9,2022-BFN-0006713
593623379589574139,Cozy Condo near Cherry Creek trail & mall,435281203,Kielli,,Washington Virginia Vale,39.69391,-104.90948,Entire home/apt,120,2,100,2024-06-29,3.91,1,314,34,2022-BFN-0003467
593717046504175455,CHEERFUL 3 BEDROOM HOME WITH HUGE BACKYARD,350326256,Byambaa,,Hampden,39.65598,-104.8853,Entire home/apt,170,2,62,2024-06-10,2.43,1,293,29,2022-BFN-0001587
593938590246060625,Rooftop Views / Walk to Empower Field / Garage,451924609,Nicoli,,Jefferson Park,39.75247424011501,-105.02376436097806,Entire home/apt,231,29,99,2024-06-16,3.68,1,343,44,2022-BFN-0002068
594247914922760521,Denver 3 Bedroom Upper Dog Friendly Unit,301714537,Jeff,,Hampden,39.66253,-104.92236,Entire home/apt,249,1,41,2023-01-02,1.50,6,145,0,
594394334440299518,Best Location! LoHi Fully-Furnished Duplex,18949738,Clara,,Highland,39.759776061522984,-105.01719411825555,Entire home/apt,98,30,9,2024-06-02,0.37,2,176,3,
594443858455085496,Lovely LoHi 1 Bed w/ Office | Monthly | Location!,18949738,Clara,,Highland,39.7614784095208,-105.01535556083866,Entire home/apt,102,30,6,2024-05-12,0.26,2,170,3,
594831145132800898,Amazing 1BR Suite- Perfect Location-New Amenities,370231080,Mitchell,,Westwood,39.70563,-105.04843,Entire home/apt,86,30,25,2024-04-04,0.93,1,40,4,2022-BFN-0003692
594886648809335941,Large Basement Unit - 3 Blocks to Cheesman Park!,8672659,Ben,,Congress Park,39.73708,-104.95923,Entire home/apt,133,29,9,2024-04-30,0.35,45,316,3,
595421077659357578,Historic Home Near Downtown Denver!,64368491,Rachel,,Lincoln Park,39.73874,-105.00038,Entire home/apt,131,29,108,2024-06-05,4.24,3,145,45,2022-BFN-0002570
595566954526407803,Cheerful 3 Bedroom Home with Loft,227645916,Kathy,,Gateway - Green Valley Ranch,39.79162,-104.7654,Entire home/apt,129,30,0,,,3,144,0,
595763567893411358,Modern home in Berkeley + near Tennyson,25686751,Akilah,,Berkeley,39.77873,-105.04646,Entire home/apt,300,13,2,2022-08-20,0.08,1,30,0,2022-BFN-0003393
595873970106399130,Sophisticated and chic 2 Bed/2Bath Townhouse!,88011030,Meghan,,Five Points,39.75021,-104.97588,Entire home/apt,148,29,8,2024-06-05,0.31,1,159,3,
596236886087258646,Newly remodeled 2 bedroom lic24392,48954452,Jack,,Sloan Lake,39.75663,-105.05225,Entire home/apt,142,3,31,2024-06-18,1.17,4,9,5,
596402583861810159,Highland Townhome with Rooftop & City View,92610097,Paloma,,Highland,39.76931,-105.00007,Entire home/apt,,29,10,2023-01-01,0.38,2,0,0,2021-BFN-0010913
596475715056326277,Newer 3 Bedroom Home near Everything,420671560,Yanti,,Gateway - Green Valley Ranch,39.78145,-104.80359,Entire home/apt,109,29,64,2024-03-30,2.38,1,331,21,2023-BFN-0007935
596951218924982854,Adorable Renovated Studio w/ Kitchen & Patio,16105863,Ryan,,West Highland,39.76656224546575,-105.04750839782687,Entire home/apt,106,30,1,2024-03-31,0.33,2,179,1,2021-BFN-0008366
597044370297811373,"Spacious, Plant-Filled Victorian w/ Hot Tub",11344966,Laura,,Whittier,39.75741,-104.96308,Entire home/apt,311,3,8,2024-05-20,0.31,1,9,3,2022-BFN-0005258
597222788542032695,Plush 1 Bed Condo in the Heart of DTC,177700714,Alexander,,Southmoor Park,39.63519,-104.91148,Entire home/apt,,29,3,2022-09-30,0.12,1,0,0,
597722399643186604,Hot Tub! Yard! 4 bedroom! 2 car garage!,209390,Suzanne,,Hampden,39.65811,-104.88258,Entire home/apt,280,30,13,2023-11-03,0.53,1,120,6,2022-BFN-0004868
597777852551905079,Entire 2 bed guest suite~ Work remote from Denver!,31496106,Garrett,,City Park,39.74101,-104.94347,Entire home/apt,145,30,8,2024-03-17,0.36,1,209,2,
597778486979392334,"2 bedroom guest suite, close to RiNo and  Downtown",58632915,David,,Clayton,39.767262,-104.950912,Private room,139,2,58,2024-06-24,2.27,1,162,27,2022-BFN-0004208
597914206851755170,Warm & Charming 3 Bedroom Home,28839639,Durea,,Elyria Swansea,39.78254,-104.95882,Entire home/apt,177,2,96,2024-06-16,3.60,1,103,32,2021-BFN-0010530
598082262424448424,1800SQFT PRIVATE 3Bed2.5BA ACCOMDATES THE FAMILY,236236502,Don,,Gateway - Green Valley Ranch,39.796627,-104.77655,Entire home/apt,,29,4,2023-09-04,0.16,2,0,2,2019-BFN-0008605
599189101848354012,NEW Sunnyside 1900ft² Home! Pet-friendly & Parking,67514634,Jordan,,Sunnyside,39.77306,-104.99962,Entire home/apt,300,29,0,,,8,333,0,
599197132805611702,Modern Sunnyside 3 Level Townhome | Pet-Friendly!,67514634,Jordan,,Sunnyside,39.77458,-105.00128,Entire home/apt,224,30,1,2022-05-23,0.04,8,333,0,
599329950141621473,Cheerfull Home with Downtown Views,224971228,Jesus,,Chaffee Park,39.78636,-105.02141,Entire home/apt,264,1,186,2024-06-27,7.23,1,65,75,2022-BFN-0003396
599353045681403948,3 bedroom in Sweet RiNo location!  100% Walkable,127018432,Robert,,Cole,39.76814,-104.97275,Entire home/apt,282,2,92,2024-06-13,3.68,2,33,39,2021-BFN-0007215
599477676313604149,Artist Retreat in East Denver,47718362,Iris,,East Colfax,39.74245,-104.89042,Entire home/apt,117,2,105,2024-06-29,4.83,2,39,54,2022-BFN-0007985
599548675869312266,"Cozy, private, and spacious 1 bedroom apartment",12539213,Ali,,Overland,39.67401,-104.98781,Entire home/apt,73,30,1,2024-04-30,0.48,2,170,1,
599960747329127605,Lovely 1-bedroom condo in the heart of Denver,32262065,Jennifer,,Lincoln Park,39.73507,-104.99569,Entire home/apt,,2,32,2024-06-15,1.26,1,5,10,2022-BFN-0004306
599965366594204524,Large Mid Mod Rental with Private Backyard Hot Tub,49452700,Christopher,,North Park Hill,39.76136,-104.91142,Entire home/apt,123,2,111,2024-06-27,4.13,1,299,51,2022-BFN-0003324
600162588211662798,"Bungalow blocks from Wash Park,  Historic Gaylord",9858504,David,,Cory - Merrill,39.692871,-104.958977,Entire home/apt,209,3,93,2024-06-14,3.86,1,218,36,2022-BFN-0003409
600713196138526140,Chic home in Highlands I near Downtown I Sleeps 7,72164908,Atomic,,Highland,39.76243,-105.01348,Entire home/apt,411,1,50,2024-06-24,1.96,43,31,18,2019-BFN-0002178
600946272799950413,Charming Mid-Century Modern Suite on City Park,7683210,Yena,,Whittier,39.753944396972656,-104.96009826660156,Entire home/apt,,3,32,2024-06-19,1.40,1,0,18,2022-BFN-0008392
601306549765337233,Charming 2-bedroom Berkeley home with patio,3065375,River,,Berkeley,39.77462,-105.049133,Entire home/apt,110,3,31,2024-05-30,1.17,1,131,10,2022-BFN-0003565
601435525441581134,Cozy & Spacious Condo with Pool & Gym - CapHill.,94507156,Shae,,Capitol Hill,39.73368,-104.9797,Entire home/apt,250,29,1,2022-07-30,0.04,1,286,0,
602272825546952207,Sunny loft in Central Park,100971560,Ryan,,Stapleton,39.752949,-104.897354,Entire home/apt,139,1,99,2024-06-18,3.75,1,217,48,2022-BFN-0001985
602394965885636132,4BDR 4BTH Beautiful HomeAway in Colorado,89203637,Victoria,,Gateway - Green Valley Ranch,39.79321,-104.76499,Entire home/apt,152,30,11,2024-04-29,0.45,1,253,5,
603008850354420691,Downtown House - 3 Private Suites-Backyard-Garage,77268109,Tyler,,Lincoln Park,39.73864,-105.00045,Entire home/apt,,29,119,2024-06-27,4.84,1,278,55,2022-BFN-0003047
603455139106865328,Private Guest House | Walkable | Patio!,34955862,Scott,,Berkeley,39.777344,-105.036041,Entire home/apt,161,2,129,2024-06-23,4.83,36,196,44,2022-BFN-0001225
604247069840947154,Modern & Stylish 1 Bed Home in the Heart of Den,111301789,Beth,,Country Club,39.72704,-104.97207,Entire home/apt,59,29,6,2024-03-30,0.27,2,131,3,
604989521863225138,Historic & Stylish 1 BR near Cheesman Park!,8672659,Ben,,Capitol Hill,39.7333997,-104.9732829,Entire home/apt,163,29,7,2024-05-22,0.29,45,309,3,
605102230683635547,Modern Guest Suite with Sauna- Walk to RiNo!,373964599,Natalie,,Cole,39.764347,-104.966873,Entire home/apt,134,1,186,2024-06-25,7.14,1,239,81,2022-BFN-0003547
605200152402438436,beautiful home Denver 22 basement. 2 bedrooms,454333575,Roman,,Windsor,39.69695,-104.88002,Private room,120,1,23,2023-09-03,0.89,2,356,3,
605656957456124360,Sleek Townhome w/ Rooftop Patio & Mountain Views!,121718072,Evolve,,Overland,39.67739,-104.99217,Entire home/apt,173,2,42,2024-06-17,1.58,85,149,9,2022-BFN-0001305
605734668673736462,Basement 1BR near Botanic Gardens!,8672659,Ben,,Congress Park,39.73485,-104.95912,Entire home/apt,137,29,6,2024-05-31,0.30,45,328,4,
605810124504732921,Arts District Loft with Free Garage Parking,4898157,Nikol,,Civic Center,39.73312,-104.99014,Entire home/apt,110,30,1,2022-11-13,0.05,1,92,0,
606451844172752540,Cheerful 2-bedroom home,454570096,Denys,,Gateway - Green Valley Ranch,39.77948,-104.76322,Entire home/apt,175,3,70,2024-06-28,2.70,1,239,30,2021-BFN-0007911
606582672571957850,1 bed Apt By Downtown Denver Health Zoo Museum,261084160,Nandy,,Clayton,39.76246,-104.94858,Entire home/apt,109,30,3,2024-05-25,0.23,2,242,2,
606626338803295024,"Master bedroom 5 min to DT, parking included",306507919,Hayley,,Jefferson Park,39.75038,-105.01889,Private room,60,29,3,2023-12-25,0.15,9,365,2,
606669090680582196,Cozy home near airport.,91507811,Casey,,Gateway - Green Valley Ranch,39.791679646919235,-104.77089560180501,Entire home/apt,176,4,1,2024-06-25,1,1,12,1,2023-BFN-0032411
607146661801132118,"Gorgeous Historic Loft in LoDo w/ 77"" OLED screen!",20987474,Alexandre,,Five Points,39.7605,-104.9989,Entire home/apt,100,30,3,2023-12-04,0.13,1,111,2,
607183533608510310,Adorable 2 bedroom modern basement,156118539,Ross,,Montbello,39.79658,-104.81475,Private room,106,29,73,2024-06-21,2.82,1,329,27,2022-BFN-0004445
607777943698704209,"LOVELY 2BD/2BA CONDO WITH A POOL, MTN VIEW!",374244102,Marc,,CBD,39.746281,-104.996849,Entire home/apt,145,30,0,,,4,90,0,
607809014381412084,Spacious Apartment Minutes from Downtown Denver!,204838552,Joe,,Barnum,39.72458,-105.0385,Entire home/apt,106,1,92,2024-06-14,3.54,1,106,31,2022-BFN-0003649
607957483326439195,Cheerful private bedroom,454333575,Roman,,Windsor,39.69682,-104.882,Private room,75,1,18,2023-10-29,0.68,2,363,8,
608552474782715411,Modern Denver Townhouse close to Sloans Lake,153449249,Hideaway Vacation Rentals,,West Colfax,39.73725,-105.05074,Entire home/apt,155,29,3,2024-02-29,0.26,1,147,3,
608667391544276117,Updated 5 BR Historic Mansion with Great Yard,107476857,Julia,,University Park,39.67767,-104.9505,Entire home/apt,1680,2,7,2024-06-16,0.30,1,129,4,2022-BFN-0004710
608712655170827939,Adorable 1 bedroom with hot tub and sauna.,193926491,Perla,,Westwood,39.70405,-105.04852,Entire home/apt,124,1,164,2024-06-01,6.44,1,172,69,2022-BFN-0005245
610187162172713845,Cozy historic home located in the heart of denver -  private home gym!,34955862,Scott,,Platt Park,39.69279,-104.98086,Entire home/apt,172,1,52,2024-06-17,2.02,36,309,16,2021-BFN-0010391
610376216212666481,Gated off-street parking | Walk to train,27848578,Kayla,,Cole,39.76639,-104.97145,Entire home/apt,107,29,6,2024-04-07,0.27,1,146,3,
610894152581865617,Cozy Private 1 Bedroom & Entrance w/ Kitchenette,3627818,Jessica,,Five Points,39.76049,-104.97739,Entire home/apt,115,29,79,2024-06-24,3.11,1,29,31,2022-BFN-0005012
611077004753732470,Spacious & Private Guesthouse,81334595,Lindsay,,Clayton,39.7671765,-104.9496088,Entire home/apt,132,29,49,2024-06-02,2.04,1,44,30,2022-BFN-0002495
611761797235922166,Retro Denver gem in Ruby Hill,191253561,Ellie And Shane,,Ruby Hill,39.69296,-105.01534,Entire home/apt,119,29,40,2024-04-21,1.52,1,336,8,2022-BFN-0003941
612137782283421893,Private 1 Bedroom apartment close to downtown.,1248837,Paul F,,Five Points,39.75048,-104.97728,Entire home/apt,131,1,190,2024-06-26,7.33,1,96,86,2022-BFN-0004550
612319792400025388,Denver Townhouse - in the heart of RiNo,36220288,Rob,,Five Points,39.76125,-104.980484,Entire home/apt,,29,2,2023-07-09,0.09,1,18,1,2022-BFN-0004259
612401073728212098,Furnished Monthly 1-br condo- pool/performing arts,86805125,Brook,,CBD,39.746281,-104.996849,Entire home/apt,110,30,1,2022-07-01,0.04,1,67,0,
612532960011559741,Heart of the City*Large Kitchen*BoardGames*BBQ*,56375532,Kyle And Jess,,Lincoln Park,39.72795,-104.99839,Entire home/apt,183,2,113,2024-06-23,4.30,4,97,30,2021-BFN-0004034
612887818647581571,Private 1-bedroom  in Historic Neighborhood,116386847,Janet,,South Park Hill,39.74611,-104.93597,Entire home/apt,152,4,31,2024-06-09,1.20,1,325,13,2022-BFN-0003477
612912160805839007,REMODELED! Entire Townhouse w/ Private Fenced Yard,215943459,Bart,,Berkeley,39.77382,-105.05204,Entire home/apt,,30,41,2023-09-04,1.55,1,0,5,2022-BFN-0002540
613074925759334879,Sale! Walk to coffee + parks! Backyard Sauna!,64224878,Zoey,,Rosedale,39.6684,-104.9873,Entire home/apt,150,30,1,2023-12-17,0.15,2,271,1,
613148679577684966,Stylish 2BR Guesthouse - Berkeley,49417640,Jennifer,,Berkeley,39.77078,-105.05028,Entire home/apt,180,2,82,2024-06-27,3.37,1,330,33,2022-BFN-0005786
613665410196329522,Lovely 2 bedroom unit with a hot tub.,456161331,Mariah,,West Highland,39.76923,-105.04834,Entire home/apt,100,29,8,2024-03-01,0.31,1,350,3,
613754187758839913,Super Tiny House in SoBo,6740624,Kevin,,Overland,39.67462,-104.98908,Entire home/apt,25,30,9,2024-05-07,0.36,13,116,6,
614309274930284716,"Chic New Townhome, Steps to Tennyson, 15 min to DT",306507919,Hayley,,West Highland,39.7687,-105.05206,Entire home/apt,321,29,54,2023-07-02,2.05,9,56,1,2022-BFN-0003336
614355844376430226,Craftsman Bungalow in the heart of South Park Hill,12224731,Ashley,,South Park Hill,39.74992,-104.93648,Entire home/apt,477,2,48,2024-06-16,1.90,1,103,18,2022-BFN-0004170
614490101589061732,"Stadiums, Meow Wolf, Red Rocks, downtown nearby!",456346215,Heather,,Valverde,39.716,-105.0234,Entire home/apt,104,2,117,2024-06-22,4.52,1,214,53,2022-BFN-0003708
614503084398862581,New Listing!  Modern Baker House,251769529,Mg,,Baker,39.72297,-104.99349,Entire home/apt,128,28,3,2024-06-21,0.18,2,206,1,2022-BFN-0004638
614534085577239710,Broadway Central VIII King bed! Dedicated desk!,392360868,Lincolnwood,,Speer,39.7199,-104.98471,Entire home/apt,,30,7,2024-04-07,0.47,17,11,5,
616180230189865635,"Beautiful Denver Home w/Jetted tub, pool table etc",402334930,Venus,,Montbello,39.78648300930719,-104.84457056662298,Entire home/apt,225,29,0,,,1,148,0,
616505583316142612,Joyful Boho Bungalow- Best location in Denver,12334804,Morgan,,West Highland,39.76282,-105.03968,Entire home/apt,140,2,94,2024-05-28,4.03,2,178,48,2022-BFN-0004924
616637412728146728,Cheerful 4-Bedroom Home at Green valley Ranch,454735174,Tsige,,Gateway - Green Valley Ranch,39.77548,-104.76008,Entire home/apt,150,29,3,2023-12-17,0.15,1,344,2,2022-BFN-0016707
617458042317154804,Park Hill 2 Bedrooms,38875482,Jeremiah D,,Northeast Park Hill,39.76319,-104.93657,Entire home/apt,119,2,108,2024-06-22,4.11,2,30,46,2019-BFN-0000169
617480440631400026,"FREE PETS, No Clng Fee, 2 Miles to Empwr & Rockies",49297477,Laura,,Baker,39.72405,-104.99893,Entire home/apt,99,30,6,2024-02-06,0.25,4,63,2,2022-BFN-0008431
617554194930465386,Historic home in hip Denver neighborhood,9472490,Dave,,Baker,39.71747,-104.99422,Entire home/apt,110,30,1,2024-05-30,0.94,1,89,1,
617642872885406558,"Landing | Stylish 1BD, Rooftop Lounge, Pool",263502162,Landing,,University Park,39.67917,-104.95838,Entire home/apt,108,30,1,2022-06-12,0.04,3,334,0,
617712673643349868,Washington Park 2-Bedroom Condo,59643468,Katherine,,Washington Park,39.70607,-104.96897,Entire home/apt,159,29,0,,,1,60,0,2021-BFN-0008625
618302104245808820,"2-bdrm, 2 bath, kitchenette, patio, great location",457191674,674,,Washington Virginia Vale,39.70325,-104.9252,Entire home/apt,130,2,27,2023-08-06,1.03,1,326,2,2021-BFN-0007018
618674490574300526,Brand new guest house in Lohi Denver,14418201,Cindy,,Highland,39.76221,-105.0097,Entire home/apt,,2,89,2024-06-17,3.44,1,0,34,2022-BFN-0004706
618752055548548753,"Pool, Live like a Local, Chic Spacious Dwtn 2-bed",372895972,Juan Manuel,,Union Station,39.755085,-105.001137,Entire home/apt,233,2,51,2024-06-18,1.97,1,2,25,2021-BFN-0008990
618819423258283755,No Clng Fee - Pet Fndly - Close to Everything Dtwn,49297477,Laura,,Baker,39.7223,-104.99843,Entire home/apt,193,4,53,2024-06-25,2.31,4,82,27,2022-BFN-0008431
619421724885212297,14th Floor Loft at Glass House!,445697747,Tim,,Union Station,39.75558,-105.00235,Entire home/apt,203,30,1,2022-07-05,0.04,21,216,0,
619538750613915004,Cozy 1 Bedroom Guest Suite with Parking,42616962,Tyler,,Baker,39.711922,-104.991234,Entire home/apt,67,2,105,2024-05-27,4.44,1,106,44,2022-BFN-0004702
620203426549716214,Large Centrally Located Townhome (new listing),197942457,Daniel,,Five Points,39.748959,-104.981796,Entire home/apt,482,2,80,2024-06-02,3.10,1,315,29,2022-BFN-0003820
620482639293091405,Beautiful 2br/2ba Condo in Ideal Downtown Location,49642653,Rachel,,Union Station,39.7536,-105.00557,Entire home/apt,372,3,29,2024-06-24,1.25,1,36,25,2022-BFN-0003345
620566442425959549,Bright in Sunnyside,190490153,Zachary,,Sunnyside,39.76970851124456,-105.0097244429222,Entire home/apt,140,29,8,2024-05-05,0.52,2,323,6,
621076558878568702,"Luxury Home, Office, Gourmet Kitchen & Yoga Studio",174085251,Chanie,,Washington Park West,39.70406,-104.98521,Entire home/apt,359,4,30,2024-06-08,1.23,1,296,14,2022-BFN-0004721
622335017424013067,94 Walk Score | Capitol Hill Denver | New King Bed,425822778,Gina,,Cheesman Park,39.73915,-104.96973,Entire home/apt,155,29,4,2023-05-31,0.16,2,170,0,
622420301213710507,Modern LoHi home with yard and two parking spots,39776639,Kevin,,Highland,39.76664,-105.00524,Entire home/apt,413,1,18,2024-06-15,0.72,1,335,3,2022-BFN-0002578
622786275030002108,Cute Tiny Trailer on the Platte(2301),6740624,Kevin,,Overland,39.67366,-104.99508,Entire home/apt,27,30,9,2023-10-22,0.36,13,56,3,
622803816819440772,Vandrea (Monthly),6740624,Kevin,,Overland,39.67918,-104.99624,Entire home/apt,25,30,5,2023-10-23,0.23,13,47,3,
623270529538427364,Spacious Primary Suite with Private 3/4 Bath,13124190,Darryl,,Washington Virginia Vale,39.69189,-104.9082,Private room,60,30,1,2022-07-09,0.04,5,183,0,
623287614756208718,Chic & Unique Guest Suite near Sloan’s Lake!,457330153,Aja,,West Colfax,39.7364,-105.03945,Entire home/apt,107,2,106,2024-06-11,4.13,1,317,56,2022-BFN-0005179
623298670657398656,"Post-Worthy City/Mt Rooftop Views,Modern LoHi 3b3b",43001445,David,,Highland,39.76014,-105.01303,Entire home/apt,556,1,36,2024-06-27,1.53,2,241,19,2018-BFN-0008425
623856876713703300,Affordable Housing on the Platte River,6740624,Kevin,,Overland,39.67871,-104.99769,Entire home/apt,29,30,5,2023-12-09,0.26,13,97,2,
623991281290489751,Broadway Central X! King bed! Dedicated desk!,392360868,Lincolnwood,,Speer,39.72002,-104.98689,Entire home/apt,100,30,5,2024-05-06,0.25,17,78,4,
624026422471884131,Private Suite in Convenient Denver Location,126021322,Justine,,Globeville,39.78234,-104.98352,Entire home/apt,151,29,58,2024-05-14,2.27,1,341,24,2022-BFN-0004680
624063424770483662,City Park getaway with brand new hot-tub,8498564,Anthony,,Skyland,39.75868,-104.95837,Entire home/apt,328,1,163,2024-06-05,6.52,1,73,59,2022-BFN-0003392
624122344842809030,Explore CO - Super central. Private yard w/ grill!,458497880,Kara,,Baker,39.72523,-104.99201,Entire home/apt,368,2,42,2024-06-16,1.63,1,37,5,2022-BFN-0000983
624657255812700273,"Studio in Denver, quiet neighborhood, free parking",98624722,Austin,,Speer,39.71688,-104.98551,Entire home/apt,60,29,7,2024-05-31,0.31,2,332,2,
624720894121454442,"Lovely 2 bedroom in Denver, exposed brick",98624722,Austin,,Speer,39.71699,-104.98438,Entire home/apt,95,29,6,2024-02-29,0.25,2,302,3,
624848601526659330,Great Escape from Downtown Nurses Landing,34676831,Frank,,Baker,39.71501541137695,-104.98931121826172,Entire home/apt,,30,3,2024-05-31,0.27,2,0,3,
624866318135704633,Light-filled 2 bedroom downtown apartment w/ pool,39288163,Morgan,,Union Station,39.75403,-104.99989,Entire home/apt,304,1,68,2024-06-18,2.67,1,7,29,2021-BFN-0004961
624940628730672691,The RiNo Hideaway,265634042,Ben,,Five Points,39.76261,-104.98006,Entire home/apt,108,2,155,2024-06-28,8.19,1,87,101,2022-BFN-0006641
625441329227604900,Brand New Guest Suite Minutes from Downtown Denver,14874662,Nick,,West Colfax,39.7435,-105.02734,Entire home/apt,126,1,238,2024-06-24,9.30,1,220,121,2021-BFN-0007915
625485455992976551,Large Stylish Condo Near Denver's City Park,18720437,Jason,,City Park West,39.74107,-104.96712,Entire home/apt,75,30,2,2022-08-31,0.08,1,272,0,
625513503458060399,KING Beds - Modern 4BR near Stadium w/Rooftop!,149421667,Steve,,Sloan Lake,39.74838,-105.03087,Entire home/apt,448,2,29,2024-06-29,1.17,1,46,8,2022-BFN-0004890
625571643003967665,Smart suite with laundry and private yard,107662009,Oliver,,Skyland,39.75616,-104.94675,Private room,87,3,71,2024-06-20,3.23,2,15,42,2019-BFN-0011463
625639406196505700,"Stay At City Park! Modern, Stunning Gem. 5 BR",92356456,Alex,,North Park Hill,39.75655,-104.93912,Entire home/apt,456,2,43,2024-05-27,1.66,2,166,15,2020-BFN-0005865
625935090239148175,Steps to Tennyson! 2 bedroom Carriage House!,50373032,Bonny,,Berkeley,39.77775,-105.03803,Entire home/apt,250,1,28,2024-04-28,1.12,1,145,10,2022-BFN-0001800
625955995234059932,Denver Townhome w/ Rooftop Deck: Walk to Lake,121718072,Evolve,,West Colfax,39.74248,-105.04005,Entire home/apt,173,29,24,2024-02-14,1.00,85,337,12,2022-BFN-0001178
625987949618710314,Modern Studio Apt w/ King Bed + Water Rower,306513049,Audrey,,Union Station,39.75613,-105.00039,Entire home/apt,172,1,91,2024-06-23,3.81,1,22,18,2020-BFN-0006481
626892899286178797,Private Carriage House - VERY WALKABLE!,5054238,Sarah,,Stapleton,39.75832,-104.86997,Entire home/apt,77,29,10,2024-03-31,0.42,1,321,1,2022-BFN-0004600
627058541742570267,Historic Denver Hideaway,223244767,Leah,,Capitol Hill,39.728882,-104.973579,Entire home/apt,130,1,149,2024-06-29,5.76,1,302,59,2021-BFN-0009605
627393508714009656,Charming RiNo Arts District Home w/Yard & Grill,201678874,Rachel,,Cole,39.76783,-104.96997,Entire home/apt,218,3,59,2024-06-23,2.34,1,124,19,2022-BFN-0005583
627550317542438321,Central LoHi Historic Haven | steps from downtown,74124137,Kelsey,,Highland,39.763412,-105.010384,Entire home/apt,170,29,78,2024-01-08,3.26,1,260,24,2022-BFN-0005480
627768819659160798,Private Room in Historic District Townhome,35543979,Geoff,,North Capitol Hill,39.74221,-104.97472,Private room,134,2,34,2024-06-17,1.37,2,337,19,2022-BFN-0001502
627783021288328401,One of a Kind Home -HOT TUB & Fire Pit -4 Mi to DT,176689981,Stefan And Bethany,,Chaffee Park,39.79324,-105.02304,Entire home/apt,507,2,126,2024-06-18,4.99,1,60,50,
628168122851572755,2 Bedroom Townhome at Sloans Edge,445697747,Tim,,West Colfax,39.74365,-105.04046,Entire home/apt,232,30,0,,,21,324,0,
628205699812896270,Historic Denver Apt Steps From Fillmore Theatre,70563805,Hideaway Vacation Rentals,,North Capitol Hill,39.74326,-104.97759,Entire home/apt,222,1,67,2024-06-27,2.64,21,64,32,2021-BFN-0008497
628394164719163982,Private Entrance Luxury King Top Locale w/ Hot Tub,78499438,Joel,,Sloan Lake,39.75617,-105.02756,Private room,235,1,39,2024-05-10,1.56,5,342,17,2022-BFN-0004705
628400069310740351,Lovely home close to RiNo w/ private yard & sauna,94702985,Karissa,,Cole,39.772669787466505,-104.96509194681221,Entire home/apt,311,3,21,2024-06-17,0.87,1,68,11,2022-BFN-0005708
628491611616866967,Stunning & Spacious 3-bed home - Heart of Lohi,459477784,Mike And Liza,,Highland,39.7663,-105.00755,Entire home/apt,341,3,58,2024-06-26,2.27,1,46,19,2022-BFN-0004736
628971900304003797,Luxury 2BR w/pool - @ Union Station in LoDo!,6393503,Ali,,Union Station,39.754902,-105.000969,Entire home/apt,,1,26,2023-11-26,1.06,1,0,9,2021-BFN-0007749
629157538737115592,Cheerful 2-Bedroom Space 4 Miles from Downtown,83600619,Tayler,,Valverde,39.716839,-105.022568,Entire home/apt,120,2,87,2024-06-28,3.42,1,238,36,2022-BFN-0004394
629672618277732900,Near Ball Arena & Downtown,27553992,Melissa,,West Colfax,39.73967,-105.04458,Entire home/apt,386,1,36,2024-06-26,1.44,1,20,23,2022-BFN-0005398
629747601823730043,Convenient artsy guest suite w/parking in garage,52362582,Nancy,,South Park Hill,39.74215,-104.90469,Entire home/apt,66,2,95,2024-06-23,4.61,1,280,59,2022-BFN-0010993
629973711696195303,Cozy Queen Room in Prime Location w/ Hot Tub,78499438,Joel,,Sloan Lake,39.755017474162344,-105.02756110906668,Private room,155,1,26,2024-06-03,1.05,5,16,9,2022-BFN-0004705
629987579513999055,Cozy Corner Room in Prime Location w/ Hot Tub,78499438,Joel,,Sloan Lake,39.75609,-105.02761,Private room,162,1,21,2024-03-17,0.84,5,16,4,2022-BFN-0004705
630273044411300742,Studio Carriage Home with Parking,459882749,Luis,,Speer,39.72543,-104.97612,Entire home/apt,97,29,7,2023-12-22,0.29,1,306,2,
630335540355355259,Entire Modern Home in Five Points,38612124,Laura,,Five Points,39.75072,-104.97857,Entire home/apt,248,2,162,2024-06-21,6.46,1,283,69,2022-BFN-0005014
630393857412719278,All Inclusive Downtown Denver Condo in High Rise,81155589,Praveer,,Union Station,39.75211,-104.99469,Entire home/apt,125,29,0,,,1,361,0,
630870222652667575,Entire home 2-bed/2-bath w/private fenced yard,10478180,Rob,,Globeville,39.78445,-104.98208,Entire home/apt,218,1,81,2024-06-11,3.21,1,67,43,2022-BFN-0002486
631136413629832572,Bright & Stylish w Balcony 1 Block from City Park!,8672659,Ben,,City Park,39.74219512939453,-104.95453643798828,Entire home/apt,153,29,7,2024-06-12,0.33,45,122,4,
631144314399528258,Stay at City Park! Stunning 3 Bedroom Home Near DT,92356456,Alex,,North Park Hill,39.75473,-104.93995,Entire home/apt,,2,4,2022-08-02,0.16,2,0,0,2020-BFN-0005865
